שווי לחשיפה,שווי נייר,תאריך פקיעה,מחיר מימוש,דלתא,מטבע קניה,קוד מטבע קניה,מכפיל-יחס המרה,מטבע מכירה,קוד מטבע מכירה,כמות,תאור נייר,מספר נייר,קוד אפיק,שם חשבון,קוד בנק,מספר חשבון,שם הבנק,Issue_Date_CPI
"2,752.09","2,752.09",,,,,,1,,,,(VALEBZ  4.375% 11/01/2022(ריבית לקבל,70408034,308,א.ש פיצויים - מסלול אגח,10,29945076,בנק לאומי,
"7,143.71","7,143.71",,,,,,1,,,,(VALEBZ  4.375% 11/01/2022(ריבית לקבל,70408034,308,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
468.44,468.44,,,,,,1,,,,(VALEBZ  4.375% 11/01/2022(ריבית לקבל,70408034,308,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"171,800.37","171,800.37",,,,,,1,,,,(VALEBZ  4.375% 11/01/2022(ריבית לקבל,70408034,308,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"197,857.35","197,857.35",,,,,,1,,,,(VALEBZ  4.375% 11/01/2022(ריבית לקבל,70408034,308,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"7,377.93","7,377.93",,,,,,1,,,,(VALEBZ  4.375% 11/01/2022(ריבית לקבל,70408034,308,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"15,769,189.41","15,769,189.41",,,,,,1,,,"145,100.00",FCX US,70412242,106,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"17,413,488.76","17,413,488.76",,,,,,1,,,"160,230.00",FCX US,70412242,106,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"1,616,043.05","1,616,043.05",,,,,,1,,,"14,870.00",FCX US,70412242,106,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"2,476,773.44","2,476,773.44",,,,,,1,,,"22,790.00",FCX US,70412242,106,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"1,340,000.73","1,340,000.73",,,,,,1,,,"12,330.00",FCX US,70412242,106,א.ש גמל - מסלול מנייתי,10,29944765,בנק לאומי,
"2,913,659.32","2,913,659.32",,,,,,1,,,"26,810.00",FCX US,70412242,106,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"1,776,886.61","1,776,886.61",,,,,,1,,,"16,350.00",FCX US,70412242,106,א.ש השתלמות - מסלול מנייתי,10,29943670,בנק לאומי,
"664,566.46","664,566.46",,,,,,1,,,"6,115.00",FCX US,70412242,106,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"43,471.23","43,471.23",,,,,,1,,,400,FCX US,70412242,106,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"3,198,939.28","3,198,939.28",,,,,,1,,,"29,435.00",FCX US,70412242,106,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"3,580,942.74","3,580,942.74",,,,,,1,,,"32,950.00",FCX US,70412242,106,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"132,587.26","132,587.26",,,,,,1,,,"1,220.00",FCX US,70412242,106,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"28,021,125.41","28,021,125.41",,,,,,1,,,"6,737,000.00",JPM 4.5% 24/01/2022,70413067,308,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"31,876,785.68","31,876,785.68",,,,,,1,,,"7,664,000.00",JPM 4.5% 24/01/2022,70413067,308,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"2,857,431.08","2,857,431.08",,,,,,1,,,"687,000.00",JPM 4.5% 24/01/2022,70413067,308,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"2,000,617.68","2,000,617.68",,,,,,1,,,"481,000.00",JPM 4.5% 24/01/2022,70413067,308,א.ש גמל - מסלול אגח,10,29944863,בנק לאומי,
"3,256,722.75","3,256,722.75",,,,,,1,,,"783,000.00",JPM 4.5% 24/01/2022,70413067,308,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"1,909,113.34","1,909,113.34",,,,,,1,,,"459,000.00",JPM 4.5% 24/01/2022,70413067,308,א.ש השתלמות - מסלול אגח,10,29944961,בנק לאומי,
"4,042,828.25","4,042,828.25",,,,,,1,,,"972,000.00",JPM 4.5% 24/01/2022,70413067,308,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"499,114.60","499,114.60",,,,,,1,,,"120,000.00",JPM 4.5% 24/01/2022,70413067,308,א.ש פיצויים - מסלול אגח,10,29945076,בנק לאומי,
"1,256,105.07","1,256,105.07",,,,,,1,,,"302,000.00",JPM 4.5% 24/01/2022,70413067,308,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"74,867.19","74,867.19",,,,,,1,,,"18,000.00",JPM 4.5% 24/01/2022,70413067,308,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"26,103,693.50","26,103,693.50",,,,,,1,,,"6,276,000.00",JPM 4.5% 24/01/2022,70413067,308,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"30,940,945.81","30,940,945.81",,,,,,1,,,"7,439,000.00",JPM 4.5% 24/01/2022,70413067,308,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"1,081,414.96","1,081,414.96",,,,,,1,,,"260,000.00",JPM 4.5% 24/01/2022,70413067,308,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"363,892.32","363,892.32",,,,,,1,,,,(JPM 4.5% 24/01/2022(ריבית לקבל,70413067,308,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"413,963.30","413,963.30",,,,,,1,,,,(JPM 4.5% 24/01/2022(ריבית לקבל,70413067,308,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"37,107.62","37,107.62",,,,,,1,,,,(JPM 4.5% 24/01/2022(ריבית לקבל,70413067,308,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"25,980.73","25,980.73",,,,,,1,,,,(JPM 4.5% 24/01/2022(ריבית לקבל,70413067,308,א.ש גמל - מסלול אגח,10,29944863,בנק לאומי,
"42,292.96","42,292.96",,,,,,1,,,,(JPM 4.5% 24/01/2022(ריבית לקבל,70413067,308,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"24,792.43","24,792.43",,,,,,1,,,,(JPM 4.5% 24/01/2022(ריבית לקבל,70413067,308,א.ש השתלמות - מסלול אגח,10,29944961,בנק לאומי,
"52,501.61","52,501.61",,,,,,1,,,,(JPM 4.5% 24/01/2022(ריבית לקבל,70413067,308,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"6,481.68","6,481.68",,,,,,1,,,,(JPM 4.5% 24/01/2022(ריבית לקבל,70413067,308,א.ש פיצויים - מסלול אגח,10,29945076,בנק לאומי,
"16,312.23","16,312.23",,,,,,1,,,,(JPM 4.5% 24/01/2022(ריבית לקבל,70413067,308,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
972.25,972.25,,,,,,1,,,,(JPM 4.5% 24/01/2022(ריבית לקבל,70413067,308,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"338,991.86","338,991.86",,,,,,1,,,,(JPM 4.5% 24/01/2022(ריבית לקבל,70413067,308,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"401,810.15","401,810.15",,,,,,1,,,,(JPM 4.5% 24/01/2022(ריבית לקבל,70413067,308,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"14,043.64","14,043.64",,,,,,1,,,,(JPM 4.5% 24/01/2022(ריבית לקבל,70413067,308,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"16,101,278.95","16,101,278.95",,,,,,1,,,"43,350.00",SNDK US,70413125,106,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"18,274,115.90","18,274,115.90",,,,,,1,,,"49,200.00",SNDK US,70413125,106,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"1,738,269.56","1,738,269.56",,,,,,1,,,"4,680.00",SNDK US,70413125,106,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"2,566,547.58","2,566,547.58",,,,,,1,,,"6,910.00",SNDK US,70413125,106,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"1,389,129.95","1,389,129.95",,,,,,1,,,"3,740.00",SNDK US,70413125,106,א.ש גמל - מסלול מנייתי,10,29944765,בנק לאומי,
"3,067,971.49","3,067,971.49",,,,,,1,,,"8,260.00",SNDK US,70413125,106,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"1,871,982.60","1,871,982.60",,,,,,1,,,"5,040.00",SNDK US,70413125,106,א.ש השתלמות - מסלול מנייתי,10,29943670,בנק לאומי,
"681,565.10","681,565.10",,,,,,1,,,"1,835.00",SNDK US,70413125,106,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"44,571.01","44,571.01",,,,,,1,,,120,SNDK US,70413125,106,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"3,296,397.94","3,296,397.94",,,,,,1,,,"8,875.00",SNDK US,70413125,106,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"3,703,108.45","3,703,108.45",,,,,,1,,,"9,970.00",SNDK US,70413125,106,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"122,570.29","122,570.29",,,,,,1,,,330,SNDK US,70413125,106,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"10,313,764.15","10,313,764.15",,,,,,1,,,"6,009,000.00",BANVOR 6.25% 16/05/2016,70421334,319,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"10,658,757.76","10,658,757.76",,,,,,1,,,"6,210,000.00",BANVOR 6.25% 16/05/2016,70421334,319,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"1,343,930.33","1,343,930.33",,,,,,1,,,"783,000.00",BANVOR 6.25% 16/05/2016,70421334,319,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"1,077,890.48","1,077,890.48",,,,,,1,,,"628,000.00",BANVOR 6.25% 16/05/2016,70421334,319,א.ש גמל - מסלול אגח,10,29944863,בנק לאומי,
"1,108,785.43","1,108,785.43",,,,,,1,,,"646,000.00",BANVOR 6.25% 16/05/2016,70421334,319,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"926,848.50","926,848.50",,,,,,1,,,"540,000.00",BANVOR 6.25% 16/05/2016,70421334,319,א.ש השתלמות - מסלול אגח,10,29944961,בנק לאומי,
"1,174,008.10","1,174,008.10",,,,,,1,,,"684,000.00",BANVOR 6.25% 16/05/2016,70421334,319,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"171,638.61","171,638.61",,,,,,1,,,"100,000.00",BANVOR 6.25% 16/05/2016,70421334,319,א.ש פיצויים - מסלול אגח,10,29945076,בנק לאומי,
"425,663.76","425,663.76",,,,,,1,,,"248,000.00",BANVOR 6.25% 16/05/2016,70421334,319,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"29,178.56","29,178.56",,,,,,1,,,"17,000.00",BANVOR 6.25% 16/05/2016,70421334,319,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"12,757,897.97","12,757,897.97",,,,,,1,,,"7,433,000.00",BANVOR 6.25% 16/05/2016,70421334,319,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"13,377,513.36","13,377,513.36",,,,,,1,,,"7,794,000.00",BANVOR 6.25% 16/05/2016,70421334,319,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"645,361.18","645,361.18",,,,,,1,,,"376,000.00",BANVOR 6.25% 16/05/2016,70421334,319,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"279,182.05","279,182.05",,,,,,1,,,,(BANVOR 6.25% 16/05/2016(ריבית לקבל,70421334,319,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"288,520.64","288,520.64",,,,,,1,,,,(BANVOR 6.25% 16/05/2016(ריבית לקבל,70421334,319,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"36,378.69","36,378.69",,,,,,1,,,,(BANVOR 6.25% 16/05/2016(ריבית לקבל,70421334,319,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"29,177.29","29,177.29",,,,,,1,,,,(BANVOR 6.25% 16/05/2016(ריבית לקבל,70421334,319,א.ש גמל - מסלול אגח,10,29944863,בנק לאומי,
"30,013.58","30,013.58",,,,,,1,,,,(BANVOR 6.25% 16/05/2016(ריבית לקבל,70421334,319,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"25,088.75","25,088.75",,,,,,1,,,,(BANVOR 6.25% 16/05/2016(ריבית לקבל,70421334,319,א.ש השתלמות - מסלול אגח,10,29944961,בנק לאומי,
"31,779.09","31,779.09",,,,,,1,,,,(BANVOR 6.25% 16/05/2016(ריבית לקבל,70421334,319,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"4,646.07","4,646.07",,,,,,1,,,,(BANVOR 6.25% 16/05/2016(ריבית לקבל,70421334,319,א.ש פיצויים - מסלול אגח,10,29945076,בנק לאומי,
"11,522.24","11,522.24",,,,,,1,,,,(BANVOR 6.25% 16/05/2016(ריבית לקבל,70421334,319,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
789.83,789.83,,,,,,1,,,,(BANVOR 6.25% 16/05/2016(ריבית לקבל,70421334,319,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"345,342.02","345,342.02",,,,,,1,,,,(BANVOR 6.25% 16/05/2016(ריבית לקבל,70421334,319,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"362,114.31","362,114.31",,,,,,1,,,,(BANVOR 6.25% 16/05/2016(ריבית לקבל,70421334,319,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"17,469.20","17,469.20",,,,,,1,,,,(BANVOR 6.25% 16/05/2016(ריבית לקבל,70421334,319,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"78,151.09","78,151.09",,,,,,1,,,100,SPY,70421995,129,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"312,604.35","312,604.35",,,,,,1,,,400,SPY,70421995,129,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"234,453.26","234,453.26",,,,,,1,,,300,SPY,70421995,129,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"195,377.72","195,377.72",,,,,,1,,,250,SPY,70421995,129,א.ש השתלמות - מסלול מנייתי,10,29943670,בנק לאומי,
"203,192.83","203,192.83",,,,,,1,,,260,SPY,70421995,129,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"214,915.49","214,915.49",,,,,,1,,,275,SPY,70421995,129,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"328,234.57","328,234.57",,,,,,1,,,420,SPY,70421995,129,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"358,920.64","358,920.64",30/08/2012,,,,,1,,,"3,800.00",EWA US,70428891,129,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"311,694.24","311,694.24",30/08/2012,,,,,1,,,"3,300.00",EWA US,70428891,129,א.ש גמל - מסלול מנייתי,10,29944765,בנק לאומי,
"94,452.80","94,452.80",30/08/2012,,,,,1,,,"1,000.00",EWA US,70428891,129,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"75,562.24","75,562.24",30/08/2012,,,,,1,,,800,EWA US,70428891,129,א.ש השתלמות - מסלול מנייתי,10,29943670,בנק לאומי,
"66,116.96","66,116.96",30/08/2012,,,,,1,,,700,EWA US,70428891,129,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"104,842.61","104,842.61",30/08/2012,,,,,1,,,"1,110.00",EWA US,70428891,129,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"113,343.36","113,343.36",30/08/2012,,,,,1,,,"1,200.00",EWA US,70428891,129,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"39,235,810.13","39,235,810.13",,,,,,1,,,"9,460,000.00",C 4.5% 14/01/2022,70435193,308,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"42,313,291.23","42,313,291.23",,,,,,1,,,"10,202,000.00",C 4.5% 14/01/2022,70435193,308,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"4,139,253.54","4,139,253.54",,,,,,1,,,"998,000.00",C 4.5% 14/01/2022,70435193,308,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"2,260,414.01","2,260,414.01",,,,,,1,,,"545,000.00",C 4.5% 14/01/2022,70435193,308,א.ש גמל - מסלול אגח,10,29944863,בנק לאומי,
"4,122,663.35","4,122,663.35",,,,,,1,,,"994,000.00",C 4.5% 14/01/2022,70435193,308,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"2,268,709.11","2,268,709.11",,,,,,1,,,"547,000.00",C 4.5% 14/01/2022,70435193,308,א.ש השתלמות - מסלול אגח,10,29944961,בנק לאומי,
"4,831,894.17","4,831,894.17",,,,,,1,,,"1,165,000.00",C 4.5% 14/01/2022,70435193,308,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"414,754.86","414,754.86",,,,,,1,,,"100,000.00",C 4.5% 14/01/2022,70435193,308,א.ש פיצויים - מסלול אגח,10,29945076,בנק לאומי,
"1,472,379.77","1,472,379.77",,,,,,1,,,"355,000.00",C 4.5% 14/01/2022,70435193,308,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"107,836.26","107,836.26",,,,,,1,,,"26,000.00",C 4.5% 14/01/2022,70435193,308,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"34,690,096.82","34,690,096.82",,,,,,1,,,"8,364,000.00",C 4.5% 14/01/2022,70435193,308,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"37,970,807.80","37,970,807.80",,,,,,1,,,"9,155,000.00",C 4.5% 14/01/2022,70435193,308,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"1,530,445.45","1,530,445.45",,,,,,1,,,"369,000.00",C 4.5% 14/01/2022,70435193,308,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"556,191.24","556,191.24",,,,,,1,,,,(C 4.5% 14/01/2022(ריבית לקבל,70435193,308,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"599,816.39","599,816.39",,,,,,1,,,,(C 4.5% 14/01/2022(ריבית לקבל,70435193,308,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"58,676.41","58,676.41",,,,,,1,,,,(C 4.5% 14/01/2022(ריבית לקבל,70435193,308,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"32,042.73","32,042.73",,,,,,1,,,,(C 4.5% 14/01/2022(ריבית לקבל,70435193,308,א.ש גמל - מסלול אגח,10,29944863,בנק לאומי,
"58,441.24","58,441.24",,,,,,1,,,,(C 4.5% 14/01/2022(ריבית לקבל,70435193,308,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"32,160.32","32,160.32",,,,,,1,,,,(C 4.5% 14/01/2022(ריבית לקבל,70435193,308,א.ש השתלמות - מסלול אגח,10,29944961,בנק לאומי,
"68,495.01","68,495.01",,,,,,1,,,,(C 4.5% 14/01/2022(ריבית לקבל,70435193,308,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"5,879.40","5,879.40",,,,,,1,,,,(C 4.5% 14/01/2022(ריבית לקבל,70435193,308,א.ש פיצויים - מסלול אגח,10,29945076,בנק לאומי,
"20,871.87","20,871.87",,,,,,1,,,,(C 4.5% 14/01/2022(ריבית לקבל,70435193,308,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"1,528.64","1,528.64",,,,,,1,,,,(C 4.5% 14/01/2022(ריבית לקבל,70435193,308,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"491,753.02","491,753.02",,,,,,1,,,,(C 4.5% 14/01/2022(ריבית לקבל,70435193,308,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"538,259.07","538,259.07",,,,,,1,,,,(C 4.5% 14/01/2022(ריבית לקבל,70435193,308,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"21,694.99","21,694.99",,,,,,1,,,,(C 4.5% 14/01/2022(ריבית לקבל,70435193,308,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"23,195,355.73","23,195,355.73",,,,,,1,,,"113,230.00",C US,70436142,106,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"25,170,125.92","25,170,125.92",,,,,,1,,,"122,870.00",C US,70436142,106,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"2,445,929.06","2,445,929.06",,,,,,1,,,"11,940.00",C US,70436142,106,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"3,693,475.79","3,693,475.79",,,,,,1,,,"18,030.00",C US,70436142,106,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"1,974,770.20","1,974,770.20",,,,,,1,,,"9,640.00",C US,70436142,106,א.ש גמל - מסלול מנייתי,10,29944765,בנק לאומי,
"4,336,710.07","4,336,710.07",,,,,,1,,,"21,170.00",C US,70436142,106,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"2,651,805.00","2,651,805.00",,,,,,1,,,"12,945.00",C US,70436142,106,א.ש השתלמות - מסלול מנייתי,10,29943670,בנק לאומי,
"975,094.00","975,094.00",,,,,,1,,,"4,760.00",C US,70436142,106,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"63,504.02","63,504.02",,,,,,1,,,310,C US,70436142,106,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"4,166,683.17","4,166,683.17",,,,,,1,,,"20,340.00",C US,70436142,106,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"4,779,189.69","4,779,189.69",,,,,,1,,,"23,330.00",C US,70436142,106,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"172,075.41","172,075.41",,,,,,1,,,840,C US,70436142,106,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"42,277,893.15","42,277,893.15",,,,,,1,,,"206,885.00",WFC US,70437603,106,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"46,721,583.05","46,721,583.05",,,,,,1,,,"228,630.00",WFC US,70437603,106,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"4,544,436.71","4,544,436.71",,,,,,1,,,"22,238.00",WFC US,70437603,106,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"6,728,578.24","6,728,578.24",,,,,,1,,,"32,926.00",WFC US,70437603,106,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"3,520,824.71","3,520,824.71",,,,,,1,,,"17,229.00",WFC US,70437603,106,א.ש גמל - מסלול מנייתי,10,29944765,בנק לאומי,
"7,856,002.35","7,856,002.35",,,,,,1,,,"38,443.00",WFC US,70437603,106,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"4,710,576.96","4,710,576.96",,,,,,1,,,"23,051.00",WFC US,70437603,106,א.ש השתלמות - מסלול מנייתי,10,29943670,בנק לאומי,
"1,793,415.62","1,793,415.62",,,,,,1,,,"8,776.00",WFC US,70437603,106,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"117,503.87","117,503.87",,,,,,1,,,575,WFC US,70437603,106,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"8,048,504.35","8,048,504.35",,,,,,1,,,"39,385.00",WFC US,70437603,106,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"8,676,894.62","8,676,894.62",,,,,,1,,,"42,460.00",WFC US,70437603,106,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"326,967.30","326,967.30",,,,,,1,,,"1,600.00",WFC US,70437603,106,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"29,143,938.92","29,143,938.92",,,,,,1,,,"6,534.00",PCLN US - PRICELINE,70443346,106,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"32,457,980.34","32,457,980.34",,,,,,1,,,"7,277.00",PCLN US - PRICELINE,70443346,106,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"3,046,420.31","3,046,420.31",,,,,,1,,,683,PCLN US - PRICELINE,70443346,106,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"4,594,162.40","4,594,162.40",,,,,,1,,,"1,030.00",PCLN US - PRICELINE,70443346,106,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"2,444,272.81","2,444,272.81",,,,,,1,,,548,PCLN US - PRICELINE,70443346,106,א.ש גמל - מסלול מנייתי,10,29944765,בנק לאומי,
"5,450,549.95","5,450,549.95",,,,,,1,,,"1,222.00",PCLN US - PRICELINE,70443346,106,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"3,296,200.01","3,296,200.01",,,,,,1,,,739,PCLN US - PRICELINE,70443346,106,א.ש השתלמות - מסלול מנייתי,10,29943670,בנק לאומי,
"1,217,676.05","1,217,676.05",,,,,,1,,,273,PCLN US - PRICELINE,70443346,106,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"80,286.33","80,286.33",,,,,,1,,,18,PCLN US - PRICELINE,70443346,106,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"5,392,565.37","5,392,565.37",,,,,,1,,,"1,209.00",PCLN US - PRICELINE,70443346,106,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"6,306,937.50","6,306,937.50",,,,,,1,,,"1,414.00",PCLN US - PRICELINE,70443346,106,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"218,557.24","218,557.24",,,,,,1,,,49,PCLN US - PRICELINE,70443346,106,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"24,257,293.53","24,257,293.53",,,,,,1,,,"161,575.00",UN US,70446331,106,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"26,457,302.06","26,457,302.06",,,,,,1,,,"176,229.00",UN US,70446331,106,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"2,462,135.94","2,462,135.94",,,,,,1,,,"16,400.00",UN US,70446331,106,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"3,848,738.83","3,848,738.83",,,,,,1,,,"25,636.00",UN US,70446331,106,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"1,991,327.50","1,991,327.50",,,,,,1,,,"13,264.00",UN US,70446331,106,א.ש גמל - מסלול מנייתי,10,29944765,בנק לאומי,
"4,462,020.86","4,462,020.86",,,,,,1,,,"29,721.00",UN US,70446331,106,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"2,676,371.79","2,676,371.79",,,,,,1,,,"17,827.00",UN US,70446331,106,א.ש השתלמות - מסלול מנייתי,10,29943670,בנק לאומי,
"990,409.19","990,409.19",,,,,,1,,,"6,597.00",UN US,70446331,106,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"65,306.65","65,306.65",,,,,,1,,,435,UN US,70446331,106,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"3,911,193.01","3,911,193.01",,,,,,1,,,"26,052.00",UN US,70446331,106,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"4,670,551.77","4,670,551.77",,,,,,1,,,"31,110.00",UN US,70446331,106,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"178,654.99","178,654.99",,,,,,1,,,"1,190.00",UN US,70446331,106,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"23,258,645.34","23,258,645.34",,,,,,1,,,"277,603.00",TSM US,70449392,106,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"25,303,306.17","25,303,306.17",,,,,,1,,,"302,007.00",TSM US,70449392,106,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
